Source,Common_name,Year,sexed_fish,unsexed_fish,lengthed,aged_fish,unread_otoliths
WCGBT,rougheye and blackspotted rockfish,2012,85,2,87,79,6
WCGBT,rougheye and blackspotted rockfish,2013,67,1,68,0,68
WCGBT,rougheye and blackspotted rockfish,2014,40,2,42,0,23
WCGBT,rougheye and blackspotted rockfish,2015,182,3,185,0,174
WCGBT,rougheye and blackspotted rockfish,2016,103,2,105,0,105
WCGBT,rougheye and blackspotted rockfish,2017,165,3,168,0,124
WCGBT,rougheye and blackspotted rockfish,2018,97,0,97,0,97
WCGBT,rougheye and blackspotted rockfish,2019,57,1,58,0,58
WCGBT,sablefish,2003,5779,20,5799,1389,992
WCGBT,sablefish,2004,4536,4,4540,1086,1053
WCGBT,sablefish,2005,5543,24,5567,1575,1295
WCGBT,sablefish,2006,4831,2,4833,1363,1306
WCGBT,sablefish,2007,4461,10,4470,1259,857
WCGBT,sablefish,2008,3430,543,3973,1190,995
WCGBT,sablefish,2009,3659,29,3688,1181,669
WCGBT,sablefish,2010,3828,404,4232,1271,876
WCGBT,sablefish,2011,4624,50,4674,1193,600
WCGBT,sablefish,2012,4367,15,4381,1091,606
WCGBT,sablefish,2013,3146,134,3280,992,212
WCGBT,sablefish,2014,4337,7,4319,1200,600
WCGBT,sablefish,2015,4923,21,4910,1197,528
WCGBT,sablefish,2016,4425,119,4544,1213,256
WCGBT,sablefish,2017,4866,17,4883,1219,354
WCGBT,sablefish,2018,4780,5,4785,1482,11
WCGBT,sablefish,2019,2223,3,2226,874,10
WCGBT,sand sole,2003,79,0,79,0,0
WCGBT,sand sole,2004,29,0,29,0,0
WCGBT,sand sole,2005,31,0,31,0,0
WCGBT,sand sole,2006,11,1,12,0,0
WCGBT,sand sole,2007,37,0,37,0,0
WCGBT,sand sole,2008,62,0,62,0,62
WCGBT,sand sole,2009,48,0,48,0,38
WCGBT,sand sole,2010,93,0,93,0,93
WCGBT,sand sole,2011,123,0,123,0,122
WCGBT,sand sole,2012,37,0,37,0,34
WCGBT,sand sole,2013,47,0,47,0,43
WCGBT,sand sole,2014,50,0,50,0,50
WCGBT,sand sole,2015,74,0,74,0,0
WCGBT,sand sole,2016,26,0,26,0,0
WCGBT,sand sole,2017,83,0,83,0,0
WCGBT,sand sole,2018,36,0,36,0,0
WCGBT,sand sole,2019,42,0,42,0,42
WCGBT,sharpchin rockfish,2003,2351,5,2355,0,553
WCGBT,sharpchin rockfish,2004,1173,3,1176,0,199
WCGBT,sharpchin rockfish,2005,864,7,871,0,153
WCGBT,sharpchin rockfish,2006,1283,0,1283,0,239
WCGBT,sharpchin rockfish,2007,975,0,975,0,204
WCGBT,sharpchin rockfish,2008,919,4,923,0,365
WCGBT,sharpchin rockfish,2009,934,4,938,0,593
WCGBT,sharpchin rockfish,2010,568,6,574,0,381
WCGBT,sharpchin rockfish,2011,1304,3,1307,0,781
WCGBT,sharpchin rockfish,2012,954,43,997,0,478
WCGBT,sharpchin rockfish,2013,874,0,874,0,375
WCGBT,sharpchin rockfish,2014,1359,64,1421,0,606
WCGBT,sharpchin rockfish,2015,1052,41,1093,0,620
WCGBT,sharpchin rockfish,2016,844,10,854,0,501
WCGBT,sharpchin rockfish,2017,830,16,846,0,535
WCGBT,sharpchin rockfish,2018,720,3,723,0,437
WCGBT,sharpchin rockfish,2019,443,0,443,0,289
WCGBT,shortraker rockfish,2003,3,0,3,0,0
WCGBT,shortraker rockfish,2004,8,0,8,0,8
WCGBT,shortraker rockfish,2005,8,0,8,0,8
WCGBT,shortraker rockfish,2013,1,0,1,0,1
WCGBT,shortraker rockfish,2014,3,0,3,0,3
WCGBT,shortraker rockfish,2015,18,0,18,0,17
WCGBT,shortraker rockfish,2017,3,0,3,0,3
WCGBT,shortraker rockfish,2018,2,0,2,0,2
WCGBT,shortspine thornyhead,2003,59,7634,7693,0,1255
WCGBT,shortspine thornyhead,2004,2187,4507,6694,0,1671
WCGBT,shortspine thornyhead,2005,6736,1311,8047,0,1374
WCGBT,shortspine thornyhead,2006,5280,918,6198,0,1244
WCGBT,shortspine thornyhead,2007,4779,720,5499,0,1294
WCGBT,shortspine thornyhead,2008,4040,657,4697,0,1301
WCGBT,shortspine thornyhead,2009,3554,641,4195,0,1229
WCGBT,shortspine thornyhead,2010,3200,659,3859,0,1272
WCGBT,shortspine thornyhead,2011,3896,801,4697,0,1236
WCGBT,shortspine thornyhead,2012,3670,1008,4678,0,1243
WCGBT,shortspine thornyhead,2013,2465,654,3089,0,891
WCGBT,shortspine thornyhead,2014,3847,770,4592,0,1256
WCGBT,shortspine thornyhead,2015,3713,798,4496,0,1220
WCGBT,shortspine thornyhead,2016,3991,613,4604,0,1000
WCGBT,shortspine thornyhead,2017,4328,402,4730,0,1009
WCGBT,shortspine thornyhead,2018,4489,507,4996,0,733
WCGBT,shortspine thornyhead,2019,2263,138,2401,0,340
WCGBT,speckled rockfish,2006,17,0,17,0,17
WCGBT,speckled rockfish,2007,106,0,106,0,25
WCGBT,speckled rockfish,2009,19,0,19,0,19
WCGBT,speckled rockfish,2010,4,3,7,0,7
WCGBT,speckled rockfish,2012,1,0,1,0,1
WCGBT,speckled rockfish,2013,70,0,70,0,23
WCGBT,speckled rockfish,2014,11,0,11,0,11
WCGBT,speckled rockfish,2016,11,0,11,0,11
WCGBT,speckled rockfish,2017,8,0,8,0,8
WCGBT,speckled rockfish,2018,1,0,1,0,1
WCGBT,speckled rockfish,2019,4,0,4,0,4
WCGBT,splitnose rockfish,2003,6304,417,6633,513,555
WCGBT,splitnose rockfish,2004,4821,314,5135,418,9
WCGBT,splitnose rockfish,2005,4052,415,4467,498,45
WCGBT,splitnose rockfish,2006,3181,380,3561,494,120
WCGBT,splitnose rockfish,2007,2775,NA,3363,495,389
WCGBT,splitnose rockfish,2008,2539,NA,2918,488,342
WCGBT,splitnose rockfish,2009,2447,520,2967,0,895
WCGBT,splitnose rockfish,2010,1525,496,2021,0,710
WCGBT,splitnose rockfish,2011,1678,473,2151,0,725
WCGBT,splitnose rockfish,2012,1658,257,1915,0,745
WCGBT,splitnose rockfish,2013,1185,222,1407,0,555
WCGBT,splitnose rockfish,2014,1614,345,1959,0,701
WCGBT,splitnose rockfish,2015,1616,265,1881,0,697
WCGBT,splitnose rockfish,2016,1758,165,1923,0,729
WCGBT,splitnose rockfish,2017,1587,304,1891,0,520
WCGBT,splitnose rockfish,2018,1579,212,1791,0,470
WCGBT,splitnose rockfish,2019,969,101,1070,0,294
WCGBT,squarespot rockfish,2003,30,0,30,0,0
WCGBT,squarespot rockfish,2004,141,18,159,0,25
WCGBT,squarespot rockfish,2005,219,26,245,41,26
WCGBT,squarespot rockfish,2006,151,1,152,10,39
WCGBT,squarespot rockfish,2007,333,91,424,33,60
WCGBT,squarespot rockfish,2008,234,5,239,36,44
WCGBT,squarespot rockfish,2009,487,3,490,34,74
WCGBT,squarespot rockfish,2010,181,4,185,17,46
WCGBT,squarespot rockfish,2011,64,13,77,11,24
WCGBT,squarespot rockfish,2012,28,4,32,5,27
WCGBT,squarespot rockfish,2013,517,7,524,21,73
WCGBT,squarespot rockfish,2014,17,215,232,6,40
WCGBT,squarespot rockfish,2015,223,24,247,34,52
WCGBT,squarespot rockfish,2016,172,157,329,59,79
WCGBT,squarespot rockfish,2017,277,45,322,62,66
WCGBT,squarespot rockfish,2018,193,47,240,17,91
WCGBT,squarespot rockfish,2019,187,19,206,22,43
WCGBT,starry flounder,2004,36,0,36,0,30
WCGBT,starry flounder,2005,41,1,42,0,31
WCGBT,starry flounder,2006,7,0,7,0,7
WCGBT,starry flounder,2007,15,0,15,0,15
WCGBT,starry flounder,2008,22,0,22,0,22
WCGBT,starry flounder,2009,21,0,21,0,21
WCGBT,starry flounder,2010,27,0,27,0,27
WCGBT,starry flounder,2011,62,0,62,0,62
WCGBT,starry flounder,2012,15,0,15,0,15
WCGBT,starry flounder,2013,26,0,26,0,0
WCGBT,starry flounder,2014,36,0,36,0,36
WCGBT,starry flounder,2015,42,0,42,0,33
WCGBT,starry flounder,2016,43,0,43,0,43
WCGBT,starry flounder,2017,29,0,29,0,29
WCGBT,starry flounder,2018,23,0,23,0,23
WCGBT,starry flounder,2019,13,0,13,0,13
WCGBT,starry rockfish,2003,1,0,1,0,0
WCGBT,starry rockfish,2004,3,0,3,0,3
WCGBT,starry rockfish,2005,3,0,3,0,3
WCGBT,starry rockfish,2006,1,0,1,0,1
WCGBT,starry rockfish,2007,6,0,6,0,6
WCGBT,starry rockfish,2008,2,0,2,0,2
WCGBT,starry rockfish,2009,17,1,18,0,18
WCGBT,starry rockfish,2010,2,0,2,0,2
WCGBT,starry rockfish,2011,1,0,1,0,1
WCGBT,starry rockfish,2012,3,0,3,0,3
WCGBT,starry rockfish,2013,2,0,2,0,0
WCGBT,starry rockfish,2016,2,0,2,0,2
WCGBT,starry rockfish,2017,9,0,9,0,6
WCGBT,starry rockfish,2018,9,1,10,0,10
WCGBT,starry rockfish,2019,16,0,16,0,16
WCGBT,vermilion and sunset rockfish,2010,78,28,106,93,13
WCGBT,vermilion and sunset rockfish,2011,28,0,28,4,24
WCGBT,vermilion and sunset rockfish,2012,467,4,471,106,204
WCGBT,vermilion and sunset rockfish,2013,396,9,405,70,165
WCGBT,vermilion and sunset rockfish,2014,35,2,37,26,11
WCGBT,vermilion and sunset rockfish,2015,226,0,226,9,138
WCGBT,vermilion and sunset rockfish,2016,75,25,100,56,44
WCGBT,vermilion and sunset rockfish,2017,199,44,243,75,132
WCGBT,vermilion and sunset rockfish,2018,196,1,197,47,93
WCGBT,vermilion and sunset rockfish,2019,172,0,172,44,89
WCGBT,vermilion rockfish,2003,61,1,62,0,0
WCGBT,vermilion rockfish,2004,8,1,9,8,0
WCGBT,vermilion rockfish,2005,48,1,49,11,17
WCGBT,vermilion rockfish,2006,27,0,27,18,9
WCGBT,vermilion rockfish,2007,120,0,120,56,0
WCGBT,vermilion rockfish,2008,73,1,74,39,26
WCGBT,vermilion rockfish,2009,223,0,223,114,15
WCGBT,widow rockfish,2003,212,4,216,0,10
WCGBT,widow rockfish,2004,84,0,84,43,0
WCGBT,widow rockfish,2005,78,0,78,65,2
WCGBT,widow rockfish,2006,172,0,172,89,0
WCGBT,widow rockfish,2007,91,1,92,83,0
WCGBT,widow rockfish,2008,26,0,26,20,6
WCGBT,widow rockfish,2009,142,0,142,124,0
WCGBT,widow rockfish,2010,240,0,240,116,2
WCGBT,widow rockfish,2011,313,0,313,152,0
WCGBT,widow rockfish,2012,181,0,181,91,2
WCGBT,widow rockfish,2013,361,3,364,246,0
WCGBT,widow rockfish,2014,349,0,349,264,0
WCGBT,widow rockfish,2015,149,0,149,93,0
WCGBT,widow rockfish,2016,888,0,888,556,0
WCGBT,widow rockfish,2017,310,0,310,213,1
WCGBT,widow rockfish,2018,410,0,410,353,0
WCGBT,widow rockfish,2019,219,0,219,0,161
WCGBT,yelloweye rockfish,2003,68,0,68,67,1
WCGBT,yelloweye rockfish,2004,21,0,21,21,0
WCGBT,yelloweye rockfish,2005,40,0,40,40,0
WCGBT,yelloweye rockfish,2006,42,1,43,43,0
WCGBT,yelloweye rockfish,2007,24,2,26,19,7
WCGBT,yelloweye rockfish,2008,43,0,43,43,0
WCGBT,yelloweye rockfish,2009,39,0,39,39,0
WCGBT,yelloweye rockfish,2010,52,0,52,52,0
WCGBT,yelloweye rockfish,2011,47,0,47,47,0
WCGBT,yelloweye rockfish,2012,44,0,44,44,0
WCGBT,yelloweye rockfish,2013,38,0,38,35,2
WCGBT,yelloweye rockfish,2014,92,0,92,92,0
WCGBT,yelloweye rockfish,2015,51,0,51,51,0
WCGBT,yelloweye rockfish,2016,91,0,91,91,0
WCGBT,yelloweye rockfish,2017,45,0,45,0,45
WCGBT,yelloweye rockfish,2018,50,0,50,0,50
WCGBT,yelloweye rockfish,2019,34,0,34,0,34
WCGBT,yellowtail rockfish,2003,815,34,849,275,0
WCGBT,yellowtail rockfish,2004,626,0,626,187,1
WCGBT,yellowtail rockfish,2005,1047,0,1047,348,2
WCGBT,yellowtail rockfish,2006,386,0,386,169,0
WCGBT,yellowtail rockfish,2007,946,12,958,277,2
WCGBT,yellowtail rockfish,2008,682,8,690,355,0
WCGBT,yellowtail rockfish,2009,457,0,457,333,0
WCGBT,yellowtail rockfish,2010,1130,1,1131,486,432
WCGBT,yellowtail rockfish,2011,788,0,788,469,0
WCGBT,yellowtail rockfish,2012,906,1,907,354,0
WCGBT,yellowtail rockfish,2013,407,0,407,177,0
WCGBT,yellowtail rockfish,2014,1527,1,1528,651,1
WCGBT,yellowtail rockfish,2015,820,0,820,541,1
WCGBT,yellowtail rockfish,2016,2261,0,2261,571,837
WCGBT,yellowtail rockfish,2017,1702,0,1701,0,724
WCGBT,yellowtail rockfish,2018,916,0,916,0,628
WCGBT,yellowtail rockfish,2019,568,0,568,0,345
HKL,Bank Rockfish,2004,12,0,12,0,12
HKL,Bank Rockfish,2005,24,0,24,0,23
HKL,Bank Rockfish,2006,49,0,49,0,49
HKL,Bank Rockfish,2007,15,0,15,0,15
HKL,Bank Rockfish,2008,40,0,39,0,40
HKL,Bank Rockfish,2009,30,0,30,0,30
HKL,Bank Rockfish,2010,75,0,75,0,75
HKL,Bank Rockfish,2011,32,0,32,0,31
HKL,Bank Rockfish,2012,25,0,25,0,25
HKL,Bank Rockfish,2013,38,0,38,0,38
HKL,Bank Rockfish,2014,132,1,133,0,131
HKL,Bank Rockfish,2015,385,3,387,0,387
HKL,Bank Rockfish,2016,312,1,312,0,312
HKL,Bank Rockfish,2017,382,8,383,0,378
HKL,Bank Rockfish,2018,560,5,560,0,560
HKL,Bank Rockfish,2019,418,3,418,0,414
HKL,Blackgill Rockfish,2010,1,0,1,0,1
HKL,Blackgill Rockfish,2013,1,0,1,0,1
HKL,Blackgill Rockfish,2018,3,0,3,0,3
HKL,Blue Rockfish,2004,47,0,47,0,47
HKL,Blue Rockfish,2005,64,1,64,0,65
HKL,Blue Rockfish,2006,40,1,40,0,40
HKL,Blue Rockfish,2007,21,0,21,0,21
HKL,Blue Rockfish,2008,39,0,39,0,39
HKL,Blue Rockfish,2009,17,0,17,0,15
HKL,Blue Rockfish,2010,27,0,27,0,27
HKL,Blue Rockfish,2011,36,0,36,0,36
HKL,Blue Rockfish,2012,4,0,4,0,3
HKL,Blue Rockfish,2013,10,1,10,0,10
HKL,Blue Rockfish,2014,38,2,38,0,36
HKL,Blue Rockfish,2015,61,1,61,0,60
HKL,Blue Rockfish,2016,64,0,64,0,61
HKL,Blue Rockfish,2017,92,0,92,0,89
HKL,Blue Rockfish,2018,65,2,65,0,62
HKL,Blue Rockfish,2019,48,2,50,0,45
HKL,Bocaccio,2004,780,1,780,0,725
HKL,Bocaccio,2005,659,8,664,0,665
HKL,Bocaccio,2006,732,5,730,0,733
HKL,Bocaccio,2007,641,5,643,0,640
HKL,Bocaccio,2008,653,0,652,0,649
HKL,Bocaccio,2009,586,0,586,0,583
HKL,Bocaccio,2010,268,4,271,0,268
HKL,Bocaccio,2011,767,11,771,0,765
HKL,Bocaccio,2012,1072,5,1072,0,1067
HKL,Bocaccio,2013,1126,3,1127,0,1123
HKL,Bocaccio,2014,1790,6,1789,0,1790
HKL,Bocaccio,2015,1950,5,1947,0,806
HKL,Bocaccio,2016,1255,22,1256,0,536
HKL,Bocaccio,2017,1351,4,1349,0,554
HKL,Bocaccio,2018,1420,4,1416,0,581
HKL,Bocaccio,2019,1369,14,1376,0,498
HKL,Brown Rockfish,2004,1,0,1,0,1
HKL,Brown Rockfish,2005,3,0,3,0,3
HKL,Brown Rockfish,2007,2,0,2,0,2
HKL,Brown Rockfish,2008,1,0,1,0,0
HKL,Brown Rockfish,2009,2,0,2,0,2
HKL,Brown Rockfish,2010,1,0,1,0,1
HKL,Brown Rockfish,2011,3,0,3,0,3
HKL,Brown Rockfish,2012,3,0,3,0,3
HKL,Brown Rockfish,2013,1,0,1,0,1
HKL,Brown Rockfish,2016,2,0,2,0,1
HKL,Brown Rockfish,2017,1,0,1,0,1
HKL,Brown Rockfish,2018,2,0,2,0,2
HKL,California Scorpionfish,2005,0,1,1,0,0
HKL,California Scorpionfish,2006,0,2,1,0,1
HKL,California Scorpionfish,2007,0,1,1,0,0
HKL,California Scorpionfish,2010,0,1,1,0,0
HKL,California Scorpionfish,2014,0,2,2,0,0
HKL,California Scorpionfish,2015,0,7,7,0,0
HKL,California Scorpionfish,2017,0,3,3,0,0
HKL,California Scorpionfish,2018,3,1,4,0,3
HKL,Canary Rockfish,2004,21,0,21,21,0
HKL,Canary Rockfish,2005,20,0,20,20,0
HKL,Canary Rockfish,2006,11,0,11,11,0
HKL,Canary Rockfish,2007,21,1,21,21,0
HKL,Canary Rockfish,2008,4,0,4,4,0
HKL,Canary Rockfish,2009,20,0,20,20,0
HKL,Canary Rockfish,2010,16,1,16,16,0
HKL,Canary Rockfish,2011,11,0,11,10,1
HKL,Canary Rockfish,2012,12,0,12,12,0
HKL,Canary Rockfish,2013,12,0,12,12,0
HKL,Canary Rockfish,2014,26,0,26,26,0
HKL,Canary Rockfish,2015,21,0,21,19,1
HKL,Canary Rockfish,2016,11,0,11,0,11
HKL,Canary Rockfish,2017,15,0,15,0,15
HKL,Canary Rockfish,2018,41,0,41,0,41
HKL,Canary Rockfish,2019,41,0,41,0,41
HKL,Chilipepper,2004,67,0,67,0,67
HKL,Chilipepper,2005,71,3,74,0,74
HKL,Chilipepper,2006,44,0,44,0,44
HKL,Chilipepper,2007,82,1,83,0,80
HKL,Chilipepper,2008,89,1,89,0,83
HKL,Chilipepper,2009,86,1,86,0,82
HKL,Chilipepper,2010,50,0,50,0,0
HKL,Chilipepper,2011,122,12,134,0,56
HKL,Chilipepper,2012,75,4,77,0,77
HKL,Chilipepper,2013,72,1,73,0,73
HKL,Chilipepper,2014,167,5,172,0,172
HKL,Chilipepper,2015,169,0,169,0,168
HKL,Chilipepper,2016,143,1,143,0,142
HKL,Chilipepper,2017,307,3,306,0,296
HKL,Chilipepper,2018,263,1,263,0,261
HKL,Chilipepper,2019,265,15,280,0,223
HKL,Copper Rockfish,2004,33,0,33,0,33
HKL,Copper Rockfish,2005,70,0,70,0,69
HKL,Copper Rockfish,2006,58,2,58,0,58
HKL,Copper Rockfish,2007,77,3,77,0,76
HKL,Copper Rockfish,2008,67,0,67,0,67
HKL,Copper Rockfish,2009,104,2,104,0,101
HKL,Copper Rockfish,2010,24,1,24,0,23
HKL,Copper Rockfish,2011,56,0,56,0,53
HKL,Copper Rockfish,2012,63,0,63,0,62
HKL,Copper Rockfish,2013,46,0,46,0,46
HKL,Copper Rockfish,2014,52,1,53,0,48
HKL,Copper Rockfish,2015,99,0,99,0,98
HKL,Copper Rockfish,2016,108,1,109,0,108
HKL,Copper Rockfish,2017,75,0,75,0,69
HKL,Copper Rockfish,2018,108,0,108,0,105
HKL,Copper Rockfish,2019,64,3,65,0,63
HKL,Cowcod,2004,5,0,5,5,0
HKL,Cowcod,2005,17,0,17,17,0
HKL,Cowcod,2006,10,0,10,10,0
HKL,Cowcod,2007,23,0,23,23,0
HKL,Cowcod,2008,22,0,22,21,0
HKL,Cowcod,2009,30,0,30,30,0
HKL,Cowcod,2010,21,0,21,21,0
HKL,Cowcod,2011,24,0,24,22,2
HKL,Cowcod,2012,35,1,36,35,1
HKL,Cowcod,2013,31,0,31,31,0
HKL,Cowcod,2014,30,0,30,24,1
HKL,Cowcod,2015,110,0,110,95,0
HKL,Cowcod,2016,48,0,48,46,0
HKL,Cowcod,2017,62,0,62,60,1
HKL,Cowcod,2018,100,2,100,0,101
HKL,Cowcod,2019,93,0,93,0,93
HKL,Flag Rockfish,2004,10,0,10,0,10
HKL,Flag Rockfish,2005,6,0,6,0,6
HKL,Flag Rockfish,2006,11,0,11,0,11
HKL,Flag Rockfish,2007,12,0,12,0,11
HKL,Flag Rockfish,2008,14,0,14,0,13
HKL,Flag Rockfish,2009,14,0,14,0,12
HKL,Flag Rockfish,2010,15,2,17,0,13
HKL,Flag Rockfish,2011,14,0,14,0,13
HKL,Flag Rockfish,2012,8,0,8,0,6
HKL,Flag Rockfish,2013,4,0,4,0,4
HKL,Flag Rockfish,2014,17,0,17,0,13
HKL,Flag Rockfish,2015,21,0,21,0,18
HKL,Flag Rockfish,2016,6,0,6,0,6
HKL,Flag Rockfish,2017,8,0,8,0,8
HKL,Flag Rockfish,2018,11,0,11,0,10
HKL,Flag Rockfish,2019,9,0,9,0,6
HKL,Gopher Rockfish,2005,1,0,1,0,1
HKL,Gopher Rockfish,2007,2,0,2,0,2
HKL,Gopher Rockfish,2011,1,0,1,0,1
HKL,Gopher Rockfish,2014,2,0,2,0,0
HKL,Gopher Rockfish,2017,1,0,1,0,1
HKL,Gopher Rockfish,2018,1,0,1,0,1
HKL,Greenspotted Rockfish,2004,223,0,223,200,0
HKL,Greenspotted Rockfish,2005,125,4,128,0,129
HKL,Greenspotted Rockfish,2006,209,3,210,206,6
HKL,Greenspotted Rockfish,2007,190,0,189,0,187
HKL,Greenspotted Rockfish,2008,232,3,234,230,2
HKL,Greenspotted Rockfish,2009,272,3,273,0,273
HKL,Greenspotted Rockfish,2010,208,0,208,207,0
HKL,Greenspotted Rockfish,2011,244,2,244,0,242
HKL,Greenspotted Rockfish,2012,222,2,223,0,222
HKL,Greenspotted Rockfish,2013,271,2,271,0,268
HKL,Greenspotted Rockfish,2014,446,4,449,0,446
HKL,Greenspotted Rockfish,2015,378,1,378,0,375
HKL,Greenspotted Rockfish,2016,272,2,274,0,268
HKL,Greenspotted Rockfish,2017,377,4,377,0,362
HKL,Greenspotted Rockfish,2018,382,1,381,0,372
HKL,Greenspotted Rockfish,2019,345,5,347,0,331
HKL,Greenstriped Rockfish,2004,8,0,8,0,7
HKL,Greenstriped Rockfish,2005,8,0,8,0,8
HKL,Greenstriped Rockfish,2006,15,0,15,0,15
HKL,Greenstriped Rockfish,2007,19,0,19,0,19
HKL,Greenstriped Rockfish,2008,22,0,22,0,22
HKL,Greenstriped Rockfish,2009,26,0,26,0,24
HKL,Greenstriped Rockfish,2010,31,0,31,0,31
HKL,Greenstriped Rockfish,2011,19,0,19,0,17
HKL,Greenstriped Rockfish,2012,24,0,24,0,24
HKL,Greenstriped Rockfish,2013,27,1,27,0,27
HKL,Greenstriped Rockfish,2014,46,1,46,0,46
HKL,Greenstriped Rockfish,2015,66,0,66,0,65
HKL,Greenstriped Rockfish,2016,41,1,41,0,41
HKL,Greenstriped Rockfish,2017,111,0,111,0,111
HKL,Greenstriped Rockfish,2018,124,0,124,0,124
HKL,Greenstriped Rockfish,2019,99,0,99,0,93
HKL,Honeycomb Rockfish,2004,3,0,3,0,3
HKL,Honeycomb Rockfish,2005,7,0,7,0,7
HKL,Honeycomb Rockfish,2006,5,1,6,0,6
HKL,Honeycomb Rockfish,2007,9,0,9,0,9
HKL,Honeycomb Rockfish,2008,28,0,28,0,23
HKL,Honeycomb Rockfish,2009,20,0,20,0,18
HKL,Honeycomb Rockfish,2010,19,1,20,0,13
HKL,Honeycomb Rockfish,2011,12,1,13,0,12
HKL,Honeycomb Rockfish,2012,3,0,3,0,2
HKL,Honeycomb Rockfish,2013,25,1,26,0,25
HKL,Honeycomb Rockfish,2014,7,0,7,0,7
HKL,Honeycomb Rockfish,2015,17,1,18,0,14
HKL,Honeycomb Rockfish,2016,16,0,16,0,13
HKL,Honeycomb Rockfish,2017,11,0,11,0,8
HKL,Honeycomb Rockfish,2018,9,0,9,0,9
HKL,Honeycomb Rockfish,2019,7,0,7,0,7
HKL,Lingcod,2004,30,4,32,0,0
HKL,Lingcod,2005,27,14,39,0,0
HKL,Lingcod,2006,13,5,14,0,0
HKL,Lingcod,2007,24,6,26,0,0
HKL,Lingcod,2008,12,0,12,0,0
HKL,Lingcod,2009,19,1,19,0,0
HKL,Lingcod,2010,14,1,15,0,0
HKL,Lingcod,2011,28,7,31,0,0
HKL,Lingcod,2012,27,43,66,0,0
HKL,Lingcod,2013,71,25,94,0,2
HKL,Lingcod,2014,50,41,88,0,0
HKL,Lingcod,2015,51,42,83,0,0
HKL,Lingcod,2016,103,12,105,0,15
HKL,Lingcod,2017,78,4,78,0,31
HKL,Lingcod,2018,79,6,79,0,0
HKL,Lingcod,2019,44,0,44,0,2
HKL,Olive Rockfish,2004,15,0,15,0,15
HKL,Olive Rockfish,2005,3,0,3,0,3
HKL,Olive Rockfish,2006,21,0,21,0,21
HKL,Olive Rockfish,2007,20,0,20,0,19
HKL,Olive Rockfish,2008,52,0,52,0,52
HKL,Olive Rockfish,2009,8,0,8,0,8
HKL,Olive Rockfish,2010,5,0,5,0,5
HKL,Olive Rockfish,2011,7,0,7,0,6
HKL,Olive Rockfish,2012,13,1,13,0,13
HKL,Olive Rockfish,2013,12,0,12,0,9
HKL,Olive Rockfish,2014,60,0,60,0,60
HKL,Olive Rockfish,2015,64,0,64,0,61
HKL,Olive Rockfish,2016,46,0,46,0,44
HKL,Olive Rockfish,2017,80,0,80,0,78
HKL,Olive Rockfish,2018,59,1,59,0,57
HKL,Olive Rockfish,2019,72,0,72,0,57
HKL,Petrale Sole,2014,1,0,1,0,0
HKL,Petrale Sole,2019,1,0,1,0,0
HKL,Sharpchin Rockfish,2010,1,0,1,0,1
HKL,Sharpchin Rockfish,2013,1,0,1,0,1
HKL,Sharpchin Rockfish,2014,1,0,1,0,1
HKL,Sharpchin Rockfish,2018,2,0,2,0,2
HKL,Sharpchin Rockfish,2019,4,0,4,0,4
HKL,Speckled Rockfish,2004,42,0,42,0,41
HKL,Speckled Rockfish,2005,28,0,28,0,27
HKL,Speckled Rockfish,2006,113,0,112,0,113
HKL,Speckled Rockfish,2007,42,0,42,0,39
HKL,Speckled Rockfish,2008,138,0,138,0,137
HKL,Speckled Rockfish,2009,86,1,86,0,85
HKL,Speckled Rockfish,2010,87,3,90,0,85
HKL,Speckled Rockfish,2011,70,0,70,0,68
HKL,Speckled Rockfish,2012,58,0,58,0,54
HKL,Speckled Rockfish,2013,59,0,59,0,59
HKL,Speckled Rockfish,2014,302,0,302,0,298
HKL,Speckled Rockfish,2015,541,4,541,0,534
HKL,Speckled Rockfish,2016,559,3,559,0,553
HKL,Speckled Rockfish,2017,362,5,362,0,351
HKL,Speckled Rockfish,2018,624,2,621,0,573
HKL,Speckled Rockfish,2019,345,4,345,0,326
HKL,Spiny Dogfish,2005,2,0,2,0,0
HKL,Spiny Dogfish,2006,1,0,1,0,0
HKL,Spiny Dogfish,2012,1,0,1,0,0
HKL,Spiny Dogfish,2017,1,0,1,0,0
HKL,Squarespot Rockfish,2004,6,0,6,1,5
HKL,Squarespot Rockfish,2005,26,2,28,4,21
HKL,Squarespot Rockfish,2006,35,1,35,7,27
HKL,Squarespot Rockfish,2007,10,0,10,7,3
HKL,Squarespot Rockfish,2008,63,1,64,7,52
HKL,Squarespot Rockfish,2009,20,0,20,4,15
HKL,Squarespot Rockfish,2010,28,0,28,3,23
HKL,Squarespot Rockfish,2011,24,0,24,2,19
HKL,Squarespot Rockfish,2012,4,0,4,0,4
HKL,Squarespot Rockfish,2013,8,0,8,2,6
HKL,Squarespot Rockfish,2014,81,5,86,20,60
HKL,Squarespot Rockfish,2015,145,1,145,16,128
HKL,Squarespot Rockfish,2016,220,2,221,25,191
HKL,Squarespot Rockfish,2017,265,1,265,45,213
HKL,Squarespot Rockfish,2018,343,2,343,174,144
HKL,Squarespot Rockfish,2019,192,0,191,27,154
HKL,Starry Rockfish,2004,24,0,24,0,24
HKL,Starry Rockfish,2005,32,0,32,0,32
HKL,Starry Rockfish,2006,60,2,61,0,62
HKL,Starry Rockfish,2007,63,0,63,0,61
HKL,Starry Rockfish,2008,117,0,117,0,115
