Common_name,Year,sexed_fish,unsexed_fish,lengthed,aged_fish,unread_otoliths
shortraker rockfish,2013,1,0,1,0,1
shortraker rockfish,2014,3,0,3,0,3
shortraker rockfish,2015,18,0,18,0,17
shortraker rockfish,2017,3,0,3,0,3
shortraker rockfish,2018,2,0,2,0,2
shortspine thornyhead,2003,59,7634,7693,0,1255
shortspine thornyhead,2004,2187,4507,6694,0,1671
shortspine thornyhead,2005,6736,1311,8047,0,1374
shortspine thornyhead,2006,5280,918,6198,0,1244
shortspine thornyhead,2007,4779,720,5499,0,1294
shortspine thornyhead,2008,4040,657,4697,0,1301
shortspine thornyhead,2009,3554,641,4195,0,1229
shortspine thornyhead,2010,3200,659,3859,0,1272
shortspine thornyhead,2011,3896,801,4697,0,1236
shortspine thornyhead,2012,3670,1008,4678,0,1243
shortspine thornyhead,2013,2465,654,3089,0,891
shortspine thornyhead,2014,3847,770,4592,0,1256
shortspine thornyhead,2015,3713,798,4496,0,1220
shortspine thornyhead,2016,3991,613,4604,0,1000
shortspine thornyhead,2017,4328,402,4730,0,1009
shortspine thornyhead,2018,4489,507,4996,0,733
shortspine thornyhead,2019,2263,138,2401,0,340
speckled rockfish,2006,17,0,17,0,17
speckled rockfish,2007,106,0,106,0,25
speckled rockfish,2009,19,0,19,0,19
speckled rockfish,2010,4,3,7,0,7
speckled rockfish,2012,1,0,1,0,1
speckled rockfish,2013,70,0,70,0,23
speckled rockfish,2014,11,0,11,0,11
speckled rockfish,2016,11,0,11,0,11
speckled rockfish,2017,8,0,8,0,8
speckled rockfish,2018,1,0,1,0,1
speckled rockfish,2019,4,0,4,0,4
splitnose rockfish,2003,6304,417,6633,513,555
splitnose rockfish,2004,4821,314,5135,418,9
splitnose rockfish,2005,4052,415,4467,498,45
splitnose rockfish,2006,3181,380,3561,494,120
splitnose rockfish,2007,2775,NA,3363,495,389
splitnose rockfish,2008,2539,NA,2918,488,342
splitnose rockfish,2009,2447,520,2967,0,895
splitnose rockfish,2010,1525,496,2021,0,710
splitnose rockfish,2011,1678,473,2151,0,725
splitnose rockfish,2012,1658,257,1915,0,745
splitnose rockfish,2013,1185,222,1407,0,555
splitnose rockfish,2014,1614,345,1959,0,701
splitnose rockfish,2015,1616,265,1881,0,697
splitnose rockfish,2016,1758,165,1923,0,729
splitnose rockfish,2017,1587,304,1891,0,520
splitnose rockfish,2018,1579,212,1791,0,470
splitnose rockfish,2019,969,101,1070,0,294
squarespot rockfish,2003,30,0,30,0,0
squarespot rockfish,2004,141,18,159,0,25
squarespot rockfish,2005,219,26,245,41,26
squarespot rockfish,2006,151,1,152,10,39
squarespot rockfish,2007,333,91,424,33,60
squarespot rockfish,2008,234,5,239,36,44
squarespot rockfish,2009,487,3,490,34,74
squarespot rockfish,2010,181,4,185,17,46
squarespot rockfish,2011,64,13,77,11,24
squarespot rockfish,2012,28,4,32,5,27
squarespot rockfish,2013,517,7,524,21,73
squarespot rockfish,2014,17,215,232,6,40
squarespot rockfish,2015,223,24,247,34,52
squarespot rockfish,2016,172,157,329,59,79
squarespot rockfish,2017,277,45,322,62,66
squarespot rockfish,2018,193,47,240,17,91
squarespot rockfish,2019,187,19,206,22,43
starry flounder,2004,36,0,36,0,30
starry flounder,2005,41,1,42,0,31
starry flounder,2006,7,0,7,0,7
starry flounder,2007,15,0,15,0,15
starry flounder,2008,22,0,22,0,22
starry flounder,2009,21,0,21,0,21
starry flounder,2010,27,0,27,0,27
starry flounder,2011,62,0,62,0,62
starry flounder,2012,15,0,15,0,15
starry flounder,2013,26,0,26,0,0
starry flounder,2014,36,0,36,0,36
starry flounder,2015,42,0,42,0,33
starry flounder,2016,43,0,43,0,43
starry flounder,2017,29,0,29,0,29
starry flounder,2018,23,0,23,0,23
starry flounder,2019,13,0,13,0,13
starry rockfish,2003,1,0,1,0,0
starry rockfish,2004,3,0,3,0,3
starry rockfish,2005,3,0,3,0,3
starry rockfish,2006,1,0,1,0,1
starry rockfish,2007,6,0,6,0,6
starry rockfish,2008,2,0,2,0,2
starry rockfish,2009,17,1,18,0,18
starry rockfish,2010,2,0,2,0,2
starry rockfish,2011,1,0,1,0,1
starry rockfish,2012,3,0,3,0,3
starry rockfish,2013,2,0,2,0,0
starry rockfish,2016,2,0,2,0,2
starry rockfish,2017,9,0,9,0,6
starry rockfish,2018,9,1,10,0,10
starry rockfish,2019,16,0,16,0,16
vermilion and sunset rockfish,2003,61,1,62,0,0
vermilion and sunset rockfish,2004,8,1,9,8,0
vermilion and sunset rockfish,2005,48,1,49,11,17
vermilion and sunset rockfish,2006,27,0,27,18,9
vermilion and sunset rockfish,2007,120,0,120,56,0
vermilion and sunset rockfish,2008,73,1,74,39,26
vermilion and sunset rockfish,2009,223,0,223,114,15
vermilion and sunset rockfish,2010,78,28,106,93,13
vermilion and sunset rockfish,2011,28,0,28,4,24
vermilion and sunset rockfish,2012,467,4,471,106,204
vermilion and sunset rockfish,2013,396,9,405,70,165
vermilion and sunset rockfish,2014,35,2,37,26,11
vermilion and sunset rockfish,2015,226,0,226,9,138
vermilion and sunset rockfish,2016,75,25,100,56,44
vermilion and sunset rockfish,2017,199,44,243,75,132
vermilion and sunset rockfish,2018,196,1,197,47,93
vermilion and sunset rockfish,2019,172,0,172,44,89
widow rockfish,2003,212,4,216,0,10
widow rockfish,2004,84,0,84,43,0
widow rockfish,2005,78,0,78,65,2
widow rockfish,2006,172,0,172,89,0
widow rockfish,2007,91,1,92,83,0
widow rockfish,2008,26,0,26,20,6
widow rockfish,2009,142,0,142,124,0
widow rockfish,2010,240,0,240,116,2
widow rockfish,2011,313,0,313,152,0
widow rockfish,2012,181,0,181,91,2
widow rockfish,2013,361,3,364,246,0
widow rockfish,2014,349,0,349,264,0
widow rockfish,2015,149,0,149,93,0
widow rockfish,2016,888,0,888,556,0
widow rockfish,2017,310,0,310,213,1
widow rockfish,2018,410,0,410,353,0
widow rockfish,2019,219,0,219,0,161
yelloweye rockfish,2003,68,0,68,67,1
yelloweye rockfish,2004,21,0,21,21,0
yelloweye rockfish,2005,40,0,40,40,0
yelloweye rockfish,2006,42,1,43,43,0
yelloweye rockfish,2007,24,2,26,19,7
yelloweye rockfish,2008,43,0,43,43,0
yelloweye rockfish,2009,39,0,39,39,0
yelloweye rockfish,2010,52,0,52,52,0
yelloweye rockfish,2011,47,0,47,47,0
yelloweye rockfish,2012,44,0,44,44,0
yelloweye rockfish,2013,38,0,38,35,2
yelloweye rockfish,2014,92,0,92,92,0
yelloweye rockfish,2015,51,0,51,51,0
yelloweye rockfish,2016,91,0,91,91,0
yelloweye rockfish,2017,45,0,45,0,45
yelloweye rockfish,2018,50,0,50,0,50
yelloweye rockfish,2019,34,0,34,0,34
yellowtail rockfish,2003,815,34,849,275,0
yellowtail rockfish,2004,626,0,626,187,1
yellowtail rockfish,2005,1047,0,1047,348,2
yellowtail rockfish,2006,386,0,386,169,0
yellowtail rockfish,2007,946,12,958,277,2
yellowtail rockfish,2008,682,8,690,355,0
yellowtail rockfish,2009,457,0,457,333,0
yellowtail rockfish,2010,1130,1,1131,486,432
yellowtail rockfish,2011,788,0,788,469,0
yellowtail rockfish,2012,906,1,907,354,0
yellowtail rockfish,2013,407,0,407,177,0
yellowtail rockfish,2014,1527,1,1528,651,1
yellowtail rockfish,2015,820,0,820,541,1
yellowtail rockfish,2016,2261,0,2261,571,837
yellowtail rockfish,2017,1702,0,1701,0,724
yellowtail rockfish,2018,916,0,916,0,628
yellowtail rockfish,2019,568,0,568,0,345
